,id,group,score,outcome
1141,2090,blacks,4,False
1142,2091,blacks,9,False
1143,2093,whites,2,False
1144,2094,blacks,4,False
1145,2095,whites,1,False
1146,2096,whites,6,True
1147,2098,whites,1,False
1148,2099,blacks,2,False
1149,2100,whites,1,False
1150,2101,whites,2,True
1151,2103,blacks,4,True
1152,2107,blacks,7,True
1153,2109,whites,5,False
1154,2110,blacks,9,False
1155,2111,blacks,2,False
1156,2113,blacks,9,True
1157,2115,whites,1,False
1158,2116,blacks,5,False
1159,2121,blacks,4,False
1160,2123,whites,6,True
1161,2125,whites,3,False
1162,2126,whites,8,True
1163,2127,blacks,7,True
1164,2128,blacks,3,True
1165,2129,blacks,4,False
1166,2130,whites,1,True
1167,2131,blacks,8,False
1168,2134,blacks,9,False
1169,2138,blacks,10,True
1170,2140,whites,1,False
1171,2141,whites,2,True
1172,2143,whites,4,True
1173,2146,blacks,10,True
1174,2147,blacks,2,False
1175,2148,blacks,10,True
1176,2149,blacks,1,True
1177,2150,blacks,8,True
1178,2151,whites,4,True
1179,2152,blacks,2,False
1180,2153,blacks,8,True
1181,2155,whites,7,False
1182,2156,whites,5,True
1183,2157,blacks,3,True
1184,2159,whites,1,False
1185,2161,whites,3,False
1186,2162,blacks,4,False
1187,2163,whites,2,False
1188,2165,blacks,1,True
1189,2166,blacks,8,True
1190,2169,whites,4,False
1191,2170,blacks,8,False
1192,2171,blacks,7,False
1193,2176,whites,3,True
1194,2178,blacks,4,True
1195,2179,blacks,1,False
1196,2181,blacks,9,True
1197,2182,blacks,6,True
1198,2183,blacks,1,False
1199,2184,whites,5,True
1200,2186,whites,2,True
1201,2188,blacks,3,True
1202,2193,whites,3,True
1203,2194,blacks,3,False
1204,2195,blacks,6,True
1205,2196,blacks,2,False
1206,2197,blacks,9,True
1207,2198,whites,1,False
1208,2201,whites,1,False
1209,2205,blacks,6,False
1210,2206,blacks,7,False
1211,2207,blacks,6,True
1212,2208,blacks,7,True
1213,2211,blacks,7,True
1214,2212,blacks,5,True
1215,2215,blacks,5,True
1216,2216,blacks,2,False
1217,2217,whites,4,False
1218,2218,blacks,2,False
1219,2220,blacks,4,True
1220,2221,whites,2,True
1221,2222,blacks,1,False
1222,2224,whites,6,False
1223,2226,whites,6,True
1224,2228,blacks,4,True
1225,2231,blacks,9,True
1226,2233,whites,8,True
1227,2235,whites,7,False
1228,2236,blacks,1,True
1229,2237,blacks,7,False
1230,2239,whites,7,False
1231,2240,blacks,9,True
1232,2243,whites,2,True
1233,2245,whites,8,False
1234,2246,blacks,8,False
1235,2247,blacks,10,True
1236,2248,blacks,9,False
1237,2250,blacks,10,True
1238,2256,whites,3,False
1239,2258,whites,6,True
1240,2259,blacks,3,False
1241,2261,blacks,1,False
1242,2262,blacks,3,True
1243,2268,whites,7,False
1244,2269,blacks,6,False
1245,2271,blacks,8,True
1246,2274,whites,4,True
1247,2277,whites,9,True
1248,2278,whites,1,True
1249,2279,blacks,7,False
1250,2280,blacks,4,True
1251,2282,blacks,3,False
1252,2283,blacks,10,True
1253,2284,whites,1,False
1254,2285,blacks,3,False
1255,2287,blacks,9,True
1256,2289,whites,10,True
1257,2290,blacks,2,True
1258,2291,whites,1,False
1259,2292,whites,1,False
1260,2293,whites,2,False
1261,2294,whites,3,False
1262,2297,whites,8,True
1263,2299,whites,7,True
1264,2300,whites,6,True
1265,2301,blacks,9,True
1266,2303,whites,1,False
1267,2306,whites,1,False
1268,2307,whites,7,False
1269,2310,blacks,2,False
1270,2314,blacks,2,False
1271,2316,whites,1,False
1272,2317,blacks,5,True
1273,2318,whites,5,True
1274,2320,blacks,4,True
1275,2321,blacks,6,True
1276,2322,blacks,7,False
1277,2326,blacks,8,False
1278,2327,blacks,9,True
1279,2329,blacks,10,True
1280,2332,whites,1,False
1281,2335,blacks,6,True
1282,2336,blacks,9,True
1283,2339,whites,7,True
1284,2342,blacks,8,False
1285,2343,whites,1,False
1286,2344,blacks,7,True
1287,2349,blacks,9,False
1288,2350,blacks,10,True
1289,2352,blacks,1,False
1290,2353,whites,1,False
1291,2354,blacks,3,True
1292,2355,blacks,3,True
1293,2356,whites,1,True
1294,2357,blacks,3,False
1295,2361,whites,2,True
1296,2363,whites,1,False
1297,2365,whites,3,False
1298,2367,whites,3,True
1299,2370,blacks,3,False
1300,2371,whites,2,False
1301,2372,blacks,7,False
1302,2374,blacks,4,False
1303,2376,blacks,9,True
1304,2382,blacks,6,True
1305,2385,blacks,10,True
1306,2386,blacks,4,True
1307,2387,whites,8,True
1308,2389,blacks,1,False
1309,2390,blacks,8,True
1310,2392,blacks,4,True
1311,2393,blacks,3,False
1312,2394,whites,5,True
1313,2396,whites,4,False
1314,2398,whites,1,False
1315,2400,blacks,8,False
1316,2401,blacks,1,False
1317,2402,blacks,7,True
1318,2404,blacks,10,False
1319,2405,blacks,3,False
1320,2406,blacks,1,False
1321,2408,whites,1,False
1322,2411,blacks,5,False
1323,2412,whites,4,False
1324,2416,whites,2,True
1325,2418,whites,1,False
1326,2420,whites,2,True
1327,2421,whites,2,False
1328,2422,blacks,2,False
1329,2425,whites,7,True
1330,2426,whites,5,True
1331,2427,blacks,10,True
1332,2428,blacks,9,False
1333,2429,whites,3,False
1334,2430,blacks,1,True
1335,2431,whites,4,False
1336,2432,blacks,1,False
1337,2439,blacks,5,False
1338,2442,blacks,9,True
1339,2444,blacks,6,False
1340,2445,blacks,5,True
1341,2446,whites,3,True
1342,2448,blacks,8,True
1343,2451,whites,1,False
1344,2453,whites,7,True
1345,2456,whites,6,False
1346,2459,blacks,5,False
1347,2460,whites,4,True
1348,2462,blacks,2,False
1349,2464,blacks,9,False
1350,2465,blacks,7,False
1351,2467,blacks,6,False
1352,2470,blacks,2,False
1353,2472,whites,8,False
1354,2474,blacks,7,True
1355,2476,blacks,8,True
1356,2477,whites,6,True
1357,2478,blacks,3,False
1358,2479,blacks,7,True
1359,2480,blacks,1,False
1360,2482,blacks,1,False
1361,2484,whites,1,False
1362,2485,blacks,2,False
1363,2486,whites,6,False
1364,2487,blacks,5,True
1365,2488,whites,1,True
1366,2490,blacks,5,True
1367,2493,whites,6,True
1368,2494,blacks,7,True
1369,2495,whites,5,False
1370,2498,whites,2,False
1371,2499,whites,7,True
1372,2501,blacks,2,False
1373,2503,blacks,5,True
1374,2504,whites,2,True
1375,2507,blacks,6,False
1376,2509,blacks,5,True
1377,2512,blacks,7,True
1378,2513,blacks,10,True
1379,2514,blacks,9,True
1380,2515,blacks,10,False
1381,2516,blacks,3,False
1382,2517,blacks,3,False
1383,2519,blacks,7,True
1384,2520,blacks,3,True
1385,2521,blacks,5,False
1386,2523,blacks,3,False
1387,2525,whites,2,False
1388,2526,whites,1,False
1389,2527,blacks,9,True
1390,2529,blacks,2,True
1391,2530,blacks,6,True
1392,2532,blacks,7,False
1393,2533,whites,6,True
1394,2534,whites,1,True
1395,2536,blacks,10,False
1396,2537,blacks,2,False
1397,2538,whites,1,False
1398,2539,blacks,7,True
1399,2540,whites,3,False
1400,2541,whites,2,False
1401,2542,blacks,6,True
1402,2543,blacks,8,False
1403,2544,whites,9,True
1404,2546,blacks,4,False
1405,2548,blacks,6,True
1406,2549,blacks,1,False
1407,2550,whites,3,False
1408,2554,whites,2,False
1409,2556,blacks,7,False
1410,2557,blacks,8,False
1411,2560,whites,9,True
1412,2561,whites,10,True
1413,2566,blacks,9,False
1414,2567,whites,6,False
1415,2568,blacks,9,True
1416,2569,whites,2,False
1417,2571,blacks,8,True
1418,2572,blacks,5,True
1419,2573,whites,6,True
1420,2574,whites,7,False
1421,2575,whites,6,True
1422,2576,whites,5,True
1423,2579,blacks,1,False
1424,2580,whites,1,False
1425,2581,blacks,7,True
1426,2582,whites,3,False
1427,2583,whites,3,False
1428,2584,blacks,7,False
1429,2586,whites,1,False
1430,2591,blacks,6,True
1431,2592,whites,3,True
1432,2593,blacks,5,False
1433,2594,blacks,1,False
1434,2602,blacks,2,False
1435,2604,blacks,6,True
1436,2606,blacks,9,False
1437,2607,whites,1,False
1438,2608,blacks,3,True
1439,2609,blacks,7,False
1440,2610,blacks,2,False
1441,2611,blacks,2,False
1442,2612,blacks,3,False
1443,2613,whites,1,False
1444,2614,whites,4,False
1445,2615,blacks,1,False
1446,2618,blacks,9,True
1447,2619,blacks,3,False
1448,2620,blacks,9,True
1449,2621,whites,7,True
1450,2623,blacks,2,False
1451,2624,blacks,2,True
1452,2630,blacks,6,False
1453,2632,whites,1,False
1454,2633,blacks,9,True
1455,2634,whites,6,True
1456,2637,whites,8,True
1457,2638,whites,4,False
1458,2639,blacks,2,False
1459,2643,whites,1,False
1460,2644,whites,3,True
1461,2649,whites,1,False
1462,2650,blacks,1,False
1463,2651,blacks,2,False
1464,2652,blacks,7,False
1465,2654,blacks,7,False
1466,2655,blacks,3,False
1467,2656,whites,1,False
1468,2657,blacks,1,False
1469,2658,whites,3,False
1470,2661,whites,7,True
1471,2662,blacks,4,False
1472,2664,blacks,8,True
1473,2666,blacks,5,True
1474,2667,whites,5,False
1475,2668,whites,4,False
1476,2669,whites,3,False
1477,2671,blacks,8,True
1478,2672,blacks,9,True
1479,2673,blacks,2,False
1480,2676,whites,4,True
1481,2677,whites,5,False
1482,2678,blacks,3,False
1483,2679,whites,2,False
1484,2680,blacks,8,False
1485,2681,blacks,3,False
1486,2682,blacks,2,False
1487,2683,whites,1,False
1488,2685,blacks,5,False
1489,2686,blacks,6,False
1490,2687,whites,1,False
1491,2688,blacks,1,True
1492,2689,blacks,2,False
1493,2690,whites,1,True
1494,2691,blacks,1,False
1495,2696,blacks,4,False
1496,2698,whites,1,True
1497,2700,blacks,4,False
1498,2703,blacks,7,False
1499,2704,blacks,2,True
1500,2706,blacks,5,False
1501,2707,whites,7,False
1502,2708,blacks,6,False
1503,2711,whites,1,True
1504,2713,whites,2,False
1505,2716,whites,5,True
1506,2718,blacks,3,True
1507,2719,blacks,4,True
1508,2723,blacks,6,True
1509,2724,whites,2,True
1510,2730,blacks,6,True
1511,2732,blacks,7,True
1512,2735,blacks,10,True
1513,2736,whites,4,True
1514,2737,blacks,8,True
1515,2740,blacks,3,True
1516,2742,whites,7,True
1517,2745,whites,7,False
1518,2746,whites,1,True
1519,2747,whites,7,True
1520,2748,whites,1,False
1521,2749,blacks,5,False
1522,2750,blacks,7,False
1523,2752,whites,5,False
1524,2753,blacks,9,True
1525,2754,whites,9,False
1526,2758,blacks,2,False
1527,2759,whites,7,False
1528,2760,blacks,5,False
1529,2762,blacks,7,True
1530,2764,whites,4,False
1531,2765,blacks,2,False
1532,2766,blacks,8,True
1533,2767,whites,1,True
1534,2771,whites,1,False
1535,2772,blacks,8,True
1536,2773,blacks,7,True
1537,2775,whites,7,True
1538,2776,whites,6,False
1539,2777,blacks,3,False
1540,2779,whites,1,False
1541,2780,whites,1,False
1542,2782,blacks,9,True
1543,2786,blacks,4,False
1544,2787,blacks,5,True
1545,2788,whites,1,False
1546,2790,whites,4,False
1547,2792,blacks,10,False
1548,2793,blacks,10,False
1549,2794,whites,4,True
1550,2797,blacks,2,True
1551,2800,blacks,7,False
1552,2802,whites,1,False
1553,2804,blacks,4,True
1554,2805,blacks,7,False
1555,2808,blacks,3,False
1556,2809,blacks,3,False
1557,2813,blacks,10,True
1558,2814,whites,3,True
1559,2817,whites,9,False
1560,2819,blacks,10,True
1561,2820,whites,1,False
1562,2821,whites,4,False
1563,2825,whites,3,True
1564,2828,blacks,7,True
1565,2830,blacks,1,False
1566,2835,whites,6,True
1567,2837,blacks,1,False
1568,2841,whites,5,False
1569,2842,blacks,3,True
1570,2843,whites,1,False
1571,2845,whites,7,True
1572,2846,whites,1,True
1573,2848,whites,8,True
1574,2852,blacks,8,False
1575,2854,blacks,9,True
1576,2855,blacks,3,True
1577,2856,blacks,6,False
1578,2857,blacks,9,False
1579,2859,whites,8,True
1580,2860,blacks,1,False
1581,2862,blacks,6,True
1582,2864,blacks,4,True
1583,2865,blacks,4,True
1584,2867,whites,2,False
1585,2868,whites,7,False
1586,2870,blacks,7,True
1587,2871,blacks,9,True
1588,2873,whites,9,True
1589,2874,blacks,2,True
1590,2875,blacks,9,True
1591,2876,blacks,8,True
1592,2879,whites,3,False
1593,2880,whites,3,False
1594,2882,whites,5,True
1595,2883,blacks,8,True
1596,2885,blacks,8,True
1597,2886,blacks,7,True
1598,2887,blacks,1,False
1599,2890,blacks,7,True
1600,2892,blacks,1,False
1601,2893,blacks,8,False
1602,2896,blacks,4,True
1603,2897,whites,7,True
1604,2898,whites,3,False
1605,2899,whites,9,True
1606,2900,blacks,7,False
1607,2901,blacks,9,True
1608,2902,whites,1,False
1609,2903,blacks,1,True
1610,2907,blacks,6,True
1611,2908,blacks,5,False
1612,2910,whites,4,False
1613,2911,blacks,2,True
1614,2913,blacks,10,False
1615,2914,blacks,9,False
1616,2915,whites,4,True
1617,2917,whites,4,False
1618,2922,blacks,7,False
1619,2926,blacks,3,True
1620,2927,blacks,5,True
1621,2928,blacks,2,False
1622,2929,whites,3,False
1623,2930,blacks,10,True
1624,2931,blacks,2,False
1625,2932,blacks,2,False
1626,2933,blacks,8,True
1627,2934,blacks,3,True
1628,2935,whites,1,False
1629,2936,blacks,4,False
1630,2937,whites,5,True
1631,2938,blacks,1,False
1632,2939,blacks,6,False
1633,2943,whites,1,False
1634,2946,whites,3,False
1635,2949,whites,1,True
1636,2951,blacks,4,False
1637,2952,blacks,3,False
1638,2954,whites,4,False
1639,2955,blacks,2,False
1640,2956,whites,5,False
1641,2959,blacks,7,False
1642,2961,blacks,5,True
1643,2962,blacks,1,False
1644,2963,whites,4,False
1645,2964,whites,2,True
1646,2968,blacks,3,True
1647,2969,whites,1,True
1648,2972,blacks,1,False
1649,2974,blacks,5,True
1650,2976,blacks,5,False
1651,2977,blacks,7,False
1652,2979,blacks,8,False
1653,2982,blacks,9,True
1654,2983,whites,4,False
1655,2984,blacks,3,False
1656,2985,whites,1,True
1657,2988,whites,1,False
1658,2990,whites,1,False
1659,2991,blacks,3,True
1660,2992,blacks,1,False
1661,2995,blacks,9,False
1662,2997,blacks,9,True
1663,3003,blacks,4,False
1664,3004,blacks,8,True
1665,3005,blacks,6,False
1666,3008,whites,2,True
1667,3010,whites,1,False
1668,3014,blacks,7,True
1669,3015,whites,1,True
1670,3019,whites,2,True
1671,3020,blacks,9,False
1672,3021,blacks,8,True
1673,3022,blacks,5,False
1674,3023,blacks,9,True
1675,3025,blacks,5,False
1676,3027,blacks,1,True
1677,3029,blacks,10,True
1678,3030,blacks,3,False
1679,3031,whites,10,True
1680,3032,blacks,4,False
1681,3034,blacks,1,False
1682,3035,whites,4,False
1683,3036,blacks,1,False
1684,3038,whites,3,False
1685,3039,whites,1,True
1686,3040,blacks,1,False
1687,3041,whites,3,True
1688,3042,blacks,1,False
1689,3043,blacks,7,False
1690,3046,blacks,4,False
1691,3051,blacks,1,False
1692,3053,blacks,2,False
1693,3055,blacks,2,False
1694,3056,blacks,3,False
1695,3057,blacks,7,True
1696,3058,blacks,5,False
1697,3064,whites,1,False
1698,3066,blacks,4,False
1699,3067,blacks,10,True
1700,3068,blacks,7,False
1701,3069,whites,2,False
1702,3071,blacks,2,True
1703,3074,whites,1,False
1704,3075,whites,1,False
1705,3078,whites,2,False
1706,3081,blacks,2,False
1707,3084,blacks,4,False
1708,3085,blacks,5,False
1709,3087,blacks,7,True
1710,3089,blacks,4,False
1711,3090,blacks,6,False
1712,3093,whites,5,False
1713,3094,blacks,10,True
1714,3096,blacks,1,False
1715,3101,blacks,2,False
1716,3107,whites,1,False
1717,3110,whites,4,True
1718,3111,blacks,9,False
1719,3112,blacks,8,False
1720,3115,blacks,4,False
1721,3116,blacks,10,True
1722,3117,blacks,6,True
1723,3118,blacks,4,False
1724,3122,whites,4,False
1725,3129,blacks,2,False
1726,3130,blacks,6,False
1727,3134,blacks,4,True
1728,3135,blacks,8,False
1729,3136,whites,1,False
1730,3137,whites,8,False
1731,3138,blacks,6,True
1732,3143,whites,8,True
1733,3144,blacks,7,True
1734,3145,blacks,5,True
1735,3152,whites,8,False
1736,3153,whites,3,False
1737,3156,whites,1,False
1738,3157,whites,4,False
1739,3158,blacks,9,False
1740,3159,whites,2,False
1741,3160,blacks,6,True
1742,3162,whites,7,True
1743,3163,whites,3,False
1744,3164,blacks,6,True
1745,3165,whites,5,True
1746,3166,whites,2,True
1747,3168,blacks,10,True
1748,3169,whites,1,False
1749,3170,blacks,8,True
1750,3175,whites,1,True
1751,3176,blacks,5,False
1752,3177,blacks,2,True
1753,3178,whites,8,True
1754,3181,whites,7,True
1755,3182,blacks,5,False
1756,3183,blacks,4,True
1757,3186,whites,3,False
1758,3189,blacks,9,True
1759,3190,blacks,3,False
1760,3191,blacks,4,False
1761,3192,whites,1,False
1762,3200,blacks,1,True
1763,3203,whites,8,False
1764,3205,whites,1,False
1765,3206,blacks,6,False
1766,3208,blacks,2,False
1767,3209,blacks,6,False
1768,3212,blacks,7,True
1769,3215,whites,1,False
1770,3217,whites,2,False
1771,3222,blacks,7,False
1772,3223,whites,9,True
1773,3225,blacks,9,True
1774,3226,blacks,8,False
1775,3227,whites,6,True
1776,3229,whites,5,False
1777,3230,blacks,4,False
1778,3232,blacks,1,False
1779,3234,whites,1,False
1780,3236,blacks,10,True
1781,3237,whites,1,False
1782,3238,blacks,10,True
1783,3240,blacks,7,False
1784,3242,blacks,7,False
1785,3243,blacks,8,True
1786,3246,whites,3,False
1787,3247,whites,6,False
1788,3248,whites,1,True
1789,3250,whites,1,False
1790,3255,blacks,2,False
1791,3260,blacks,6,True
1792,3261,whites,1,False
1793,3262,blacks,6,True
1794,3265,whites,1,False
1795,3267,blacks,2,False
1796,3268,whites,7,True
1797,3270,blacks,10,True
1798,3272,blacks,10,True
1799,3273,blacks,9,True
1800,3274,blacks,6,False
1801,3278,blacks,10,True
1802,3280,blacks,5,True
1803,3281,whites,4,True
1804,3283,whites,1,False
1805,3284,whites,9,True
1806,3285,blacks,5,True
1807,3287,blacks,8,True
1808,3288,blacks,4,True
1809,3289,blacks,6,False
1810,3290,blacks,4,False
1811,3291,blacks,2,True
1812,3293,whites,3,False
1813,3298,whites,5,False
1814,3299,blacks,2,True
1815,3300,whites,7,True
1816,3301,blacks,2,False
1817,3302,whites,5,True
1818,3304,blacks,2,False
1819,3305,whites,2,False
1820,3306,whites,3,False
1821,3309,whites,5,True
1822,3312,whites,1,False
1823,3314,whites,4,False
1824,3315,whites,1,False
1825,3316,whites,8,True
1826,3318,whites,6,False
1827,3319,whites,2,False
1828,3320,whites,4,False
1829,3322,blacks,4,True
1830,3323,blacks,8,True
1831,3324,whites,1,False
1832,3326,blacks,10,False
1833,3328,blacks,6,True
1834,3329,whites,4,True
1835,3331,blacks,10,True
1836,3332,blacks,1,False
1837,3333,whites,1,True
1838,3337,blacks,8,True
1839,3338,blacks,6,False
1840,3339,whites,1,False
1841,3340,blacks,7,True
1842,3341,blacks,6,False
1843,3342,blacks,1,True
1844,3343,blacks,3,True
1845,3344,blacks,7,True
1846,3345,whites,3,False
1847,3347,blacks,3,True
1848,3348,whites,4,True
1849,3349,blacks,3,True
1850,3350,blacks,1,False
1851,3351,blacks,4,True
1852,3354,blacks,2,True
1853,3356,whites,1,False
1854,3357,blacks,4,False
1855,3358,blacks,1,False
1856,3359,blacks,9,True
1857,3360,blacks,7,True
1858,3361,blacks,6,False
1859,3362,blacks,9,True
1860,3369,blacks,9,True
1861,3371,blacks,3,False
1862,3377,whites,1,False
1863,3380,blacks,4,False
1864,3381,blacks,2,True
1865,3383,blacks,5,True
1866,3384,whites,8,False
1867,3385,blacks,9,False
1868,3386,whites,5,True
1869,3387,blacks,1,True
1870,3390,whites,1,False
1871,3391,blacks,8,True
1872,3392,whites,1,False
1873,3393,blacks,6,True
1874,3394,whites,8,True
1875,3396,blacks,5,False
1876,3397,blacks,7,False
1877,3398,blacks,10,True
1878,3399,blacks,10,False
1879,3401,blacks,1,True
1880,3403,blacks,4,True
1881,3404,blacks,1,False
1882,3405,blacks,2,False
1883,3406,whites,8,True
1884,3407,whites,1,False
1885,3408,whites,3,True
1886,3409,blacks,6,False
1887,3410,blacks,3,False
1888,3411,whites,2,False
1889,3412,whites,2,False
1890,3413,whites,4,True
1891,3415,blacks,5,True
1892,3417,whites,3,False
1893,3418,blacks,2,True
1894,3419,blacks,5,True
1895,3420,blacks,2,False
1896,3422,whites,5,True
1897,3423,whites,2,False
1898,3426,blacks,10,True
1899,3427,whites,1,False
1900,3429,blacks,6,True
1901,3431,blacks,2,False
1902,3434,blacks,10,True
1903,3437,whites,6,False
1904,3438,whites,6,True
1905,3439,whites,1,False
1906,3440,blacks,8,True
1907,3441,whites,7,True
1908,3442,blacks,8,True
1909,3444,whites,2,True
1910,3445,whites,3,False
1911,3446,blacks,6,True
1912,3448,blacks,7,True
1913,3449,blacks,8,True
1914,3451,whites,2,False
1915,3452,blacks,1,False
1916,3453,blacks,3,True
1917,3454,blacks,3,True
1918,3455,blacks,3,False
1919,3456,blacks,8,False
1920,3457,blacks,1,False
1921,3458,whites,2,False
1922,3460,blacks,6,True
1923,3462,whites,1,True
1924,3463,whites,3,False
1925,3464,whites,5,True
1926,3468,blacks,10,True
1927,3470,blacks,2,True
1928,3474,whites,3,True
1929,3475,whites,5,False
1930,3476,blacks,8,True
1931,3479,blacks,10,True
1932,3480,blacks,2,False
1933,3481,blacks,4,True
1934,3483,whites,1,False
1935,3484,blacks,7,True
1936,3485,blacks,2,True
1937,3487,whites,6,False
1938,3488,whites,1,False
1939,3489,blacks,9,False
1940,3492,blacks,7,False
1941,3493,blacks,2,False
1942,3498,blacks,4,True
1943,3499,blacks,10,True
1944,3500,whites,6,False
1945,3501,blacks,10,True
1946,3504,blacks,4,False
1947,3506,blacks,8,False
1948,3508,blacks,5,False
1949,3510,whites,9,True
1950,3511,whites,3,False
1951,3512,blacks,7,True
1952,3515,whites,1,False
1953,3519,blacks,3,True
1954,3521,blacks,10,True
1955,3523,whites,1,False
1956,3525,whites,2,False
1957,3528,blacks,3,False
1958,3531,whites,3,False
1959,3533,whites,10,True
1960,3534,whites,1,False
1961,3535,whites,2,False
1962,3536,whites,2,True
1963,3538,blacks,2,False
1964,3539,blacks,5,False
1965,3540,whites,2,False
1966,3541,blacks,1,False
1967,3542,whites,6,True
1968,3543,whites,1,True
1969,3544,blacks,2,True
1970,3547,blacks,4,False
1971,3550,blacks,7,True
1972,3551,blacks,6,True
1973,3552,whites,3,False
1974,3554,whites,1,False
1975,3560,whites,3,False
1976,3562,blacks,1,False
1977,3563,blacks,7,True
1978,3564,blacks,7,True
1979,3566,whites,9,False
1980,3568,whites,7,False
1981,3570,whites,1,True
1982,3571,whites,8,True
1983,3573,blacks,1,False
1984,3574,blacks,3,True
1985,3576,whites,2,False
1986,3577,blacks,3,False
1987,3584,whites,5,False
1988,3585,whites,1,True
1989,3593,whites,4,False
1990,3594,blacks,4,True
1991,3596,whites,1,False
1992,3597,whites,5,True
1993,3598,blacks,1,False
1994,3601,blacks,7,True
1995,3602,blacks,8,True
1996,3603,blacks,6,True
1997,3605,blacks,1,False
1998,3607,whites,3,True
1999,3611,whites,6,False
2000,3614,blacks,9,True
2001,3616,blacks,7,True
2002,3617,blacks,1,False
2003,3618,whites,8,True
2004,3619,blacks,2,False
2005,3620,whites,1,False
2006,3622,blacks,10,False
2007,3624,blacks,7,True
2008,3626,whites,7,False
2009,3627,whites,7,False
2010,3628,blacks,6,True
2011,3629,blacks,7,True
2012,3630,whites,1,False
2013,3631,whites,1,False
2014,3634,whites,3,False
2015,3635,blacks,4,False
2016,3636,blacks,6,False
2017,3639,blacks,2,False
2018,3641,whites,6,False
2019,3642,blacks,4,True
2020,3643,blacks,6,True
2021,3645,whites,1,False
2022,3646,whites,7,True
2023,3647,blacks,3,False
2024,3648,blacks,6,True
2025,3649,blacks,8,True
2026,3652,blacks,4,True
2027,3653,blacks,2,False
2028,3655,blacks,4,False
2029,3656,blacks,9,False
2030,3657,blacks,4,False
2031,3659,whites,1,False
2032,3661,blacks,6,True
2033,3662,blacks,7,False
2034,3663,blacks,6,False
2035,3666,blacks,2,False
2036,3667,blacks,5,False
2037,3668,blacks,5,False
2038,3669,whites,7,True
2039,3671,whites,1,False
2040,3674,blacks,2,False
2041,3675,blacks,6,True
2042,3676,blacks,5,False
2043,3678,whites,2,False
2044,3679,whites,3,True
2045,3681,blacks,9,False
2046,3684,blacks,7,True
2047,3685,blacks,9,True
2048,3687,blacks,1,True
2049,3692,blacks,2,True
2050,3693,blacks,2,False
2051,3696,blacks,9,False
2052,3697,whites,1,False
2053,3698,whites,1,False
2054,3699,whites,2,False
2055,3700,blacks,4,True
2056,3701,blacks,4,False
2057,3702,whites,8,True
2058,3703,whites,1,False
2059,3705,whites,1,False
2060,3706,blacks,1,False
2061,3709,blacks,1,False
2062,3710,blacks,7,True
2063,3711,whites,2,True
2064,3712,blacks,1,False
2065,3713,blacks,6,True
2066,3714,whites,1,False
2067,3716,blacks,7,False
2068,3719,blacks,9,False
2069,3720,whites,9,True
2070,3721,whites,1,False
2071,3722,blacks,7,True
2072,3725,blacks,8,True
2073,3729,blacks,1,False
2074,3732,blacks,1,False
2075,3736,whites,2,False
2076,3737,whites,2,False
2077,3738,whites,9,False
2078,3739,whites,1,False
2079,3740,blacks,4,False
2080,3741,blacks,5,False
2081,3742,blacks,8,True
2082,3743,blacks,4,False
2083,3744,blacks,1,False
2084,3745,whites,6,True
2085,3747,whites,6,False
2086,3749,blacks,8,True
2087,3751,blacks,10,True
2088,3754,blacks,6,True
2089,3757,whites,2,True
2090,3758,blacks,2,False
2091,3759,blacks,8,False
2092,3761,blacks,5,True
2093,3763,blacks,9,True
2094,3765,whites,9,True
2095,3766,whites,2,True
2096,3767,whites,5,True
2097,3768,blacks,1,False
2098,3769,whites,1,False
2099,3771,blacks,9,True
2100,3772,whites,5,True
2101,3774,whites,1,False
2102,3776,whites,1,False
2103,3778,whites,2,True
2104,3779,blacks,5,False
2105,3780,whites,3,False
2106,3781,blacks,5,False
2107,3782,blacks,10,True
2108,3783,whites,1,False
2109,3785,whites,3,False
2110,3787,blacks,7,True
2111,3788,whites,4,False
2112,3789,whites,1,False
2113,3790,whites,3,False
2114,3792,whites,4,False
2115,3793,whites,4,True
2116,3794,blacks,7,True
2117,3797,blacks,6,False
2118,3799,blacks,2,False
2119,3800,blacks,7,True
2120,3801,whites,1,False
2121,3802,blacks,1,True
2122,3804,blacks,1,False
2123,3805,whites,2,True
2124,3807,whites,5,True
2125,3809,whites,4,True
2126,3811,blacks,2,True
2127,3812,blacks,5,True
2128,3814,blacks,4,False
2129,3817,blacks,8,True
2130,3818,blacks,4,False
2131,3821,blacks,3,False
2132,3824,blacks,5,True
2133,3826,blacks,9,True
2134,3828,whites,6,True
2135,3830,blacks,2,False
2136,3831,whites,8,True
2137,3834,blacks,6,False
2138,3835,whites,1,False
2139,3836,whites,3,False
2140,3838,blacks,1,False
2141,3839,blacks,3,True
2142,3840,blacks,10,False
2143,3841,whites,2,False
2144,3847,blacks,7,True
2145,3848,blacks,8,True
2146,3853,blacks,5,False
2147,3854,blacks,3,True
2148,3855,whites,1,False
2149,3856,blacks,3,False
2150,3857,blacks,2,False
2151,3858,blacks,6,True
2152,3860,whites,1,False
2153,3862,whites,1,False
2154,3863,whites,2,False
2155,3864,whites,1,False
2156,3865,blacks,10,False
2157,3867,blacks,5,False
2158,3869,blacks,4,False
2159,3870,blacks,10,True
2160,3872,whites,4,False
2161,3879,whites,2,False
2162,3880,blacks,6,True
2163,3881,blacks,5,True
2164,3882,whites,3,False
2165,3884,whites,3,True
2166,3885,whites,1,True
2167,3888,blacks,2,False
2168,3891,blacks,8,True
